ID Program,Nama Program Latihan,Deskripsi Program,Jenis Latihan Program,Tujuan Latihan,Durasi Program (menit),Tempat Program,Peralatan Program (Ya/Tidak),Tingkat Kebugaran Program,Waktu Ideal Program,video_url,Target Gender,Rentang Usia
129,Cross-Trainer: Resistensi Rendah,"Gunakan mesin *cross-trainer* dengan resistensi rendah dan irama yang stabil. Latihan kardio seluruh tubuh yang efektif. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,18-25 Tahun
130,Recumbent Bike: Santai,"Bersepeda di *recumbent bike* dengan posisi duduk yang nyaman dan resistensi rendah. Cocok untuk mereka yang memiliki masalah punggung. Lakukan 1 set, 20-30 menit.",Kardio,Menjaga kesehatan,25,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=uK4817x66cM,Semua Gender,18-25 Tahun
131,Standing Calf Raises (No Weight),"Berdiri tegak di lantai *gym*, angkat tumit setinggi mungkin. Fokus pada kontraksi betis. Ini memanaskan otot kaki. Lakukan 3 set 15-20 repetisi dengan istirahat 30 detik.",Kardio/Kekuatan,Menjaga kesehatan,10,Gym,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=FqS58pXm_e8,Semua Gender,18-25 Tahun
132,Arm Bike,"Duduk di mesin *arm bike*, putar pegangan dengan lengan Anda. Ini adalah latihan kardio *upper body* yang bagus. Lakukan 1 set, 15-20 menit.",Kardio,Menjaga kesehatan,18,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=K_v6p0_8K_Q,Semua Gender,18-25 Tahun
133,Pemanasan di Mesin Kardio,"Lakukan pemanasan ringan di mesin kardio pilihan Anda (treadmill, elliptical, sepeda) selama 5-10 menit sebelum latihan utama. Lakukan 1 set, 5-10 menit.",Kardio,Menjaga kesehatan,8,Gym,Ya,Pemula,Sebelum Latihan,https://www.youtube.com/watch?v=Gj9qU2sU99U,Semua Gender,18-25 Tahun
134,Light Stretching (Gym),"Lakukan peregangan ringan setelah latihan untuk meningkatkan fleksibilitas dan mengurangi ketegangan otot. Tahan setiap peregangan selama 20-30 detik. Lakukan 1 set, 10-15 menit.",Fleksibilitas,,12,Gym,Tidak,Pemula,Setelah Latihan,https://www.youtube.com/watch?v=gT83JjC_QWc,Semua Gender,18-25 Tahun
135,Walking Lunges (Bodyweight),"Berdiri tegak. Melangkah ke depan dengan satu kaki, tekuk kedua lutut hingga paha depan sejajar lantai. Dorong kembali dan ulangi dengan kaki lainnya. Lakukan 3 set 10-12 repetisi per kaki dengan istirahat 60 detik.",Kardio,Menjaga Kesehatan,20,Rumah,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=l_H8M4D_a5U,Semua Gender,18-25 Tahun
136,Jumping Jacks (Standard),"Lompat dengan kaki ke samping sambil mengangkat lengan ke atas, lalu kembali ke posisi awal. Latihan kardio seluruh tubuh yang efektif. Lakukan 3 set 20-30 repetisi dengan istirahat 30 detik.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Menengah,Kapan saja,https://youtu.be/c4DAnQ6DtF8,Semua Gender,18-35 Tahun
137,High Knees,Berlari di tempat dengan mengangkat lutut setinggi mungkin ke dada. Gerakkan lengan seperti berlari. Lakukan 3 set 30-45 detik dengan istirahat 30 detik.,HIIT,Menurunkan berat badan,20,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=brhRU7LqV3Q,Semua Gender,18-35 Tahun
138,Butt Kicks,Berlari di tempat dengan menendang tumit ke arah bokong. Gerakkan lengan seperti berlari. Lakukan 3 set 30-45 detik dengan istirahat 30 detik.,HIIT,Menurunkan Berat badan,20,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=fM49Y52B09g,Semua Gender,18-25 Tahun
139,Mountain Climbers,Mulai dari posisi *plank*. Tarik lutut satu per satu ke dada secara bergantian dengan tempo cepat. Lakukan 3 set 30-45 detik dengan istirahat 30 detik.,HIIT,Menurunkan Berat badan,20,Rumah,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=l7Gk66b61tA,Semua Gender,18-35 Tahun
140,Burpee (No Push-up),"Mulai dari berdiri, jongkok, tendang kaki ke belakang ke posisi *plank*, lompat kaki ke depan, lalu melompat ke atas. Lakukan 3 set 8-12 repetisi dengan istirahat 60 detik.",Kardio/Kekuatan,Menurunkan berat badan,25,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,18-35 Tahun
141,Jump Rope (No Rope - Imaginary),Lakukan gerakan melompat tali tanpa tali. Fokus pada irama dan koordinasi kaki. Lakukan 3 set 1-2 menit dengan istirahat 30 detik.,Kardio,,20,Rumah,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,18-25 Tahun
142,Shadow Boxing (Intense),Ayunan pukulan yang lebih cepat dan kuat dengan gerakan kaki aktif. Tingkatkan intensitas untuk membakar kalori lebih banyak. Lakukan 3 set 2-3 menit dengan istirahat 60 detik.,Kardio,Menurunkan berat badan,25,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=mY9z6m0g8M0,Semua Gender,18-35 Tahun
143,Dancing (Intense),"Menari dengan gerakan cepat dan energik mengikuti musik upbeat. Latihan kardio yang sangat efektif dan menghilangkan stres. Lakukan 1 set, 25-35 menit.",Kardio,Menjaga Kesehatan,30,Rumah,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=0kFj2mQy8sE,Wanita,18-25 Tahun
144,Stair Climbing (Home Stairs),"Gunakan tangga di rumah Anda. Berjalan atau berlari naik dan turun tangga secara berulang. Lakukan 1 set, 15-25 menit.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Menengah,Pagi/Sore,https://youtu.be/lfc75qEuKsc,Semua Gender,18-25 Tahun
145,Plank Jacks,Mulai dari posisi *plank* tinggi. Lompatkan kaki ke samping dan ke belakang seperti *jumping jacks* sambil menjaga inti stabil. Lakukan 3 set 15-20 repetisi dengan istirahat 30 detik.,Kardio/Kekuatan,,15,Rumah,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=l7Gk66b61tA,Semua Gender,18-25 Tahun
146,Squat Jumps (Low Impact),"Dari posisi jongkok, dorong ke atas secara eksplosif tanpa mengangkat kaki terlalu tinggi dari lantai. Mendarat dengan lembut kembali ke posisi jongkok. Lakukan 3 set 10-12 repetisi dengan istirahat 45 detik.",Kardio/Kekuatan,,20,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Pria,18-25 Tahun
147,Skater Hops,"Melompat ke samping dari satu kaki ke kaki lainnya, mendarat dengan satu kaki dan mengayunkan kaki lainnya ke belakang. Mirip gerakan *skater*. Lakukan 3 set 10-12 repetisi per sisi dengan istirahat 45 detik.",Kardio,,20,Rumah,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Semua Gender,18-25 Tahun
148,Jogging Ringan,"Berlari ringan di taman atau di jalan. Pertahankan kecepatan konstan yang memungkinkan Anda berbicara. Lakukan 1 set, 30-45 menit.",Kardio,Menurunkan berat badan,38,Outdoor,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=eW4sYpQc_j8,Semua Gender,26-35 Tahun
149,Bersepeda Sedang,"Bersepeda dengan kecepatan sedang di jalur sepeda atau jalan raya yang aman. Tingkatkan resistensi atau kecepatan untuk tantangan lebih. Lakukan 1 set, 40-50 menit.",Kardio,Menurunkan berat badan,45,Outdoor,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
150,Lari Interval Singkat (Jog-Sprint-Jog),"Bergantian antara jogging (2-3 menit) dan sprint singkat (30-60 detik) di lapangan atau jalur. Ulangi 5-8 kali. Lakukan 1 set, 25-35 menit.",Kardio,Menurunkan berat badan,30,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
151,Lari Menanjak Sedang,"Cari bukit dengan kemiringan sedang. Lari ke atas bukit dengan kecepatan stabil, lalu jalan kaki ke bawah untuk pemulihan. Ulangi. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,26-35 Tahun
154,Lompat Tali (Outdoor),Lompat tali di area *outdoor* yang rata. Variasikan kecepatan dan gaya lompatan. Lakukan 3 set 1-2 menit kerja dengan istirahat 30 detik.,Kardio,Menurunkan berat badan,20,Outdoor,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,18-25 Tahun
155,Latihan Sirkuit Taman (Beban Tubuh),"Gabungkan 3-4 latihan beban tubuh (mis. *squats*, *lunges*, *push-ups*, *planks*) di taman. Lakukan setiap latihan selama 45-60 detik, istirahat 15-30 detik antar latihan. Istirahat 1-2 menit antar sirkuit. Ulangi 3-4 sirkuit. Lakukan 1 set, 30-40 menit.",Kardio/Kekuatan,,35,Outdoor,Tidak,Pemula,Kapan saja,https://www.youtube.com/watch?v=IODxDxX7oi4,Semua Gender,18-25 Tahun
156,Sprint Pendek (Outdoor),"Lakukan sprint maksimal sejauh 50-100 meter, lalu jalan kaki kembali untuk pemulihan. Ulangi 6-8 kali. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,18-25 Tahun
157,Berjalan Cepat di Bukit,"Berjalan cepat menaiki bukit. Ini meningkatkan intensitas kardio dan kekuatan kaki. Lakukan 1 set, 20-30 menit.",Kardio,,25,Outdoor,Tidak,Menengah,Kapan saja,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,18-25 Tahun
158,Bersepeda Gunung (Ringan),"Bersepeda di jalur gunung ringan. Ini menantang otot kaki dan kardio sekaligus menikmati alam. Lakukan 1 set, 45-60 menit.",Kardio,,50,Outdoor,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
159,Lari Trail Ringan,"Berlari di jalur *trail* yang tidak terlalu terjal. Ini melibatkan lebih banyak otot stabilisator dan menawarkan pemandangan yang indah. Lakukan 1 set, 30-45 menit.",Kardio,,38,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=mY9z6m0g8M0,Semua Gender,26-35 Tahun
160,Treadmill: Jogging/Interval,"Jogging stabil di treadmill selama 20-30 menit, atau lakukan interval dengan bergantian jogging dan berlari cepat (mis. 2 menit jogging, 1 menit berlari, ulangi). Lakukan 1 set, 25-35 menit.",Kardio,Menurunkan berat badan,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=eW4sYpQc_j8,Semua Gender,26-35 Tahun
161,Sepeda Statis: Resistensi Sedang/Interval,"Bersepeda di sepeda statis dengan resistensi sedang atau lakukan interval (mis. 2 menit resistensi sedang, 1 menit resistensi tinggi, ulangi). Lakukan 1 set, 25-35 menit.",Kardio,Menurunkan berat badan,30,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
163,Mesin Dayung: Intensitas Sedang/Interval,"Duduk di mesin dayung, lakukan gerakan mendayung dengan intensitas sedang atau interval sprint (mis. 500m cepat, istirahat 1 menit, ulangi). Lakukan 3 set 5-10 menit dengan istirahat 90 detik.",Kardio,Menjaga kesahatan,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,26-35 Tahun
164,Stair Climber: Kecepatan Sedang,"Gunakan mesin *stair climber* dengan kecepatan sedang. Ini latihan intensif untuk kaki dan kardio. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=z81k8f-tT4k,Semua Gender,26-35 Tahun
165,Spin Class (Menengah),"Ikuti kelas *spin* di *gym* dengan intensitas menengah. Latihan kardio yang energik dan memotivasi. Lakukan 1 set, 45-60 menit.",Kardio,Menurunkan berat badan,50,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
169,VersaClimber (Menengah),"Gunakan *VersaClimber* dengan kecepatan dan resistensi sedang. Latihan kardio seluruh tubuh vertikal. Lakukan 1 set, 15-25 menit.",Kardio,Menurunkan berat badan,20,Gym,Ya,Menengah,Kapan saja,https://www.youtube.com/watch?v=K_v6p0_8K_Q,Semua Gender,26-35 Tahun
170,Mesin Tangga (Menengah),"Lakukan latihan di mesin tangga dengan kecepatan dan ketinggian sedang. Fokus pada langkah yang terkontrol. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badab,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,26-35 Tahun
172,Treadmill Incline Run (Moderate),"Berlari di treadmill dengan kemiringan sedang (5-10%) untuk meningkatkan intensitas dan membakar lebih banyak kalori. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Gym,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,26-35 Tahun
173,Burpee (Full),"Lakukan *burpee* lengkap dengan *push-up*. Mulai dari berdiri, jongkok, tendang kaki ke belakang ke posisi *push-up*, lakukan *push-up*, lompat kaki ke depan, lalu melompat ke atas. Lakukan 3 set 10-15 repetisi dengan istirahat 60 detik.",Kardio/Kekuatan,Menurunkan berat badan,25,Rumah,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
178,Jump Rope (Intense),Lompat tali dengan kecepatan tinggi atau melakukan *double-unders* (tali melewati dua kali per lompatan). Lakukan 3 set 1-2 menit kerja dengan istirahat 30 detik.,Kardio,Menurunkan berat badan,20,Rumah,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,26-35 Tahun
179,High-Intensity Dancing,"Menari dengan gerakan yang sangat cepat, kompleks, dan melibatkan seluruh tubuh. Fokus pada mempertahankan detak jantung tinggi. Lakukan 1 set, 20-30 menit.",Kardio,Menurunkan berat badan,25,Rumah,Tidak,Lanjut,Kapan saja,https://www.youtube.com/watch?v=0kFj2mQy8sE,Wanita,26-35 Tahun
180,Sprinting in Place,"Berlari di tempat dengan kecepatan sprint maksimal, mengangkat lutut tinggi dan mengayunkan lengan kuat-kuat. Lakukan 3 set 30-45 detik dengan istirahat 30 detik.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=brhRU7LqV3Q,Semua Gender,26-35 Tahun
181,Agility Ladder Drills (Imaginary),"Lakukan berbagai pola kaki cepat seperti *in-and-out*, *shuttle runs*, atau *zigzag* tanpa alat (bayangkan ada tangga kelincahan). Lakukan 3 set 1-2 menit kerja dengan istirahat 30 detik.",Kardio,Menurunkan berat badan,20,Rumah,Tidak,Lanjut,Kapan saja,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,26-35 Tahun
182,Kettlebell Swings (Cardio Focused),"Ayunan *kettlebell* dengan bobot sedang, fokus pada repetisi tinggi dan mempertahankan detak jantung tinggi. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kardio,Menurunkan berat badan,25,Rumah,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=P6m-0jI250k,Semua Gender,26-35 Tahun
183,Sprint Berulang (Track/Lapangan),"Lakukan sprint maksimal sejauh 100-200 meter, diikuti dengan jalan kaki/jogging ringan sebagai pemulihan. Ulangi 8-10 kali. Lakukan 1 set, 30-40 menit.",Kardio,Menurunkan berat badan,35,Outdoor,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
184,Lari Bukit (Intens),"Cari bukit dengan kemiringan curam. Lari ke atas bukit dengan kecepatan maksimal, lalu jalan kaki/jogging ke bawah untuk pemulihan. Ulangi. Lakukan 1 set, 25-35 menit.",Kardio,,30,Outdoor,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=T_sIugq9W4U,Semua Gender,26-35 Tahun
185,Bersepeda Cepat/Interval,"Bersepeda dengan kecepatan tinggi atau lakukan interval sprint di jalan raya yang aman atau jalur khusus sepeda. Lakukan 1 set, 40-50 menit.",Kardio,Menurunkan berat badan,45,Outdoor,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
186,Lari Jarak Jauh,"Lari dengan kecepatan konstan yang nyaman untuk jarak yang lebih jauh (mis. 5K, 10K). Fokus pada daya tahan kardiovaskular. Lakukan 1 set, 45-75 menit.",Kardio,Menurunkan berat badab,60,Outdoor,Tidak,Lanjut,Pagi,https://www.youtube.com/watch?v=eW4sYpQc_j8,Semua Gender,26-35 Tahun
187,Lari Trail (Berat),"Berlari di jalur *trail* yang terjal, berbatu, atau berlumpur. Ini menantang kekuatan, keseimbangan, dan daya tahan kardio. Lakukan 1 set, 45-60 menit.",Kardio,Menurunkan berat badan,50,Outdoor,Tidak,Lanjut,Pagi,https://www.youtube.com/watch?v=mY9z6m0g8M0,Semua Gender,26-35 Tahun
188,Latihan Sirkuit Calisthenics (Intens),"Gabungkan *burpee*, *mountain climbers*, *squat jumps*, *plank jacks*, dan *sprint* pendek di taman *outdoor*. Lakukan setiap latihan selama 60 detik, istirahat 15 detik antar latihan. Istirahat 60 detik antar sirkuit. Ulangi 4-5 sirkuit. Lakukan 1 set, 40-50 menit.",Kardio/Kekuatan,,45,Outdoor,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=IODxDxX7oi4,Pria,26-35 Tahun
189,Renang di Danau/Laut (Jarak),"Berenang di danau atau laut untuk jarak yang lebih jauh. Ini adalah latihan seluruh tubuh yang sangat baik dan menghilangkan stres. Lakukan 1 set, 30-45 menit.",Kardio,Menurunkan berat badan,38,Outdoor,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=gT83JjC_QWc,Semua Gender,26-35 Tahun
190,Interval Lari di Tangga (Outdoor),"Cari tangga panjang di luar ruangan. Lari/sprint naik tangga, lalu jalan kaki/jogging turun untuk pemulihan. Ulangi 8-12 kali. Lakukan 1 set, 25-35 menit.",Kardio,Menurunkan berat badan,30,Outdoor,Tidak,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=z81k8f-tT4k,Semua Gender,26-35 Tahun
191,Fartlek Run,"Berlari dengan kecepatan bervariasi di jalur *outdoor* tanpa struktur interval yang ketat. Biarkan tubuh menentukan kapan harus sprint atau jog. Lakukan 1 set, 30-45 menit.",Kardio,Menurunkan berat badan,38,Outdoor,Tidak,Lanjut,Kapan saja,https://www.youtube.com/watch?v=rW3fGf_gS3Y,Semua Gender,26-35 Tahun
192,Treadmill: Sprint Interval (Max Effort),"Lakukan sprint maksimal di treadmill selama 30-45 detik, diikuti dengan istirahat jalan kaki/jogging selama 60-90 detik. Ulangi 8-10 kali. Lakukan 1 set, 15-20 menit.",Kardio,Menurunkan berat badan,20,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=9jP1k-oH16k,Semua Gender,26-35 Tahun
193,Mesin Dayung: Sprint Interval (Max Effort),"Lakukan sprint maksimal di mesin dayung (mis. 250-300m) diikuti dengan istirahat pasif atau dayung ringan selama 60-90 detik. Ulangi 6-8 kali. Lakukan 1 set, 20-25 menit.",Kardio,Menurunkan berat badan,22,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,26-35 Tahun
194,Assault Bike / AirBike Intervals,"Gunakan *Assault Bike* atau *AirBike* untuk interval sprint habis-habisan (30-45 detik) diikuti dengan istirahat pasif atau gerakan ringan (60-90 detik). Ulangi 8-10 kali. Lakukan 1 set, 15-20 menit.",Kardio,Menurunkan berat badan,20,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=MhYc-hN1uN0,Semua Gender,26-35 Tahun
195,Stair Climber: Kecepatan Tinggi/Interval,"Gunakan mesin *stair climber* dengan kecepatan tinggi atau lakukan interval sprint (mis. 1 menit cepat, 1 menit sedang, ulangi). Lakukan 1 set, 20-30 menit.",Kardio,,25,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=z81k8f-tT4k,Semua Gender,26-35 Tahun
196,Spin Class (Intens/Advanced),"Ikuti kelas *spin* yang sangat intens, dengan sprint dan pendakian yang menantang. Lakukan 1 set, 45-60 menit.",Kardio,Menurunkan berat badan,50,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,26-35 Tahun
197,Renang Intens (Laps/Drills),"Renang lap dengan kecepatan tinggi, atau lakukan latihan *drills* renang untuk meningkatkan efisiensi dan kecepatan. Lakukan 1 set, 40-55 menit.",Kardio,Menurunkan berat badan,48,Gym,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=gT83JjC_QWc,Semua Gender,26-35 Tahun
198,SkiErg Sprint,"Lakukan sprint maksimal di *SkiErg* selama 30-45 detik, diikuti dengan istirahat pasif atau gerakan ringan selama 60-90 detik. Ulangi 6-8 kali. Lakukan 1 set, 20-25 menit.",Kardio,Menurunkan berat badan,22,Gym,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=J0D_Ld9l6xM,Semua Gender,26-35 Tahun
199,Box Jumps (High Box) Gym,Melompat ke atas kotak yang tinggi di *gym*. Ini membutuhkan kekuatan dan teknik eksplosif. Lakukan 3 set 5-8 repetisi dengan istirahat 90 detik.,Kardio,Menurunkan berat badan,25,Gym,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Semua Gender,26-35 Tahun
200,Battle Ropes (Heavy/Fast),Pegang kedua ujung tali *battle rope* yang berat. Lakukan gelombang atau banting tali secepat dan sekuat mungkin. Lakukan 3 set 45-60 detik kerja dengan istirahat 60 detik.,Kardio/Kekuatan,Menurunkan berat badan,25,Gym,Ya,Lanjut,Kapan saja,https://www.youtube.com/watch?v=G3K8jA0V0_c,Semua Gender,26-35 Tahun
201,Machine Chest Press,"Duduk di mesin dada, sesuaikan ketinggian kursi agar pegangan sejajar dengan dada tengah. Dorong pegangan ke depan hingga lengan lurus, lalu kembali perlahan dan terkontrol. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=S0QpS_z5lUs,Semua Gender,18-25 Tahun
202,Machine Lat Pulldown,"Duduk di mesin lat pulldown, pegang palang dengan genggaman lebar. Tarik palang ke dada bagian atas, fokus pada kontraksi otot punggung (latissimus dorsi). Kembali perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Semua Gender,18-25 Tahun
203,Leg Press Machine,"Duduk di mesin leg press, tempatkan kaki selebar bahu di platform. Dorong platform ke depan hingga kaki lurus (jangan sampai terkunci lutut), lalu turunkan perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=k_v6p0_8K_Q,Semua Gender,18-25 Tahun
204,Seated Shoulder Press Machine,"Duduk di mesin shoulder press, pegang pegangan setinggi bahu. Dorong pegangan ke atas kepala hingga lengan lurus, lalu turunkan perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=S0QpS_z5lUs,Semua Gender,18-25 Tahun
205,Seated Cable Row,"Duduk di mesin cable row, pegang pegangan V-bar. Tarik pegangan ke arah perut bagian bawah, fokus pada meremas tulang belikat. Kembali perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,30,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=eW4sYpQc_j8,Semua Gender,18-25 Tahun
206,Pec Deck Fly Machine,"Duduk di mesin pec deck fly, sesuaikan kursi agar siku sejajar dengan engsel. Dorong bantalan siku ke depan hingga bertemu di tengah dada, fokus pada kontraksi dada. Kembali perlahan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=J0D_Ld9l6xM,Semua Gender,18-25 Tahun
207,Leg Extension Machine,"Duduk di mesin leg extension, tempatkan kaki di bawah bantalan. Angkat kaki hingga lurus, fokus pada kontraksi paha depan. Turunkan perlahan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=uK4817x66cM,Semua Gender,18-25 Tahun
208,Leg Curl Machine (Seated/Prone),"Berbaring tengkurap atau duduk di mesin leg curl, tempatkan tumit di bawah bantalan. Tekuk lutut dan tarik tumit ke arah bokong, fokus pada kontraksi paha belakang. Kembali perlahan. Lakukan 3 set 15-20 repetisi dengan istirahat 45 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=z81k8f-tT4k,Semua Gender,18-25 Tahun
209,Machine Bicep Curl,"Duduk di mesin bicep curl, pegang pegangan dengan genggaman *supinated*. Tekuk siku dan angkat pegangan ke bahu, fokus pada kontraksi bisep. Turunkan perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=v0K8C6mQ06U,Semua Gender,18-25 Tahun
210,Machine Tricep Extension,"Duduk di mesin tricep extension, pegang pegangan. Dorong pegangan ke bawah hingga lengan lurus, fokus pada kontraksi trisep. Kembali perlahan. Lakukan 3 set 12-15 repetisi dengan istirahat 60 detik.",Kekuatan,Meningkatkan massa otot,25,Gym,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=An-m-p0jD-Y,Semua Gender,18-25 Tahun
211,Treadmill Walk (Easy Pace),"Berjalan kaki santai di treadmill dengan kecepatan rendah hingga sedang. Ideal untuk pemanasan atau pendinginan, dan sangat baik untuk menjaga kesehatan kardiovaskular. Lakukan 1 set, 20-30 menit.",Kardio,Menjaga kesehatan,25,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=X-Y0_pYm2gM,Semua Gender,18-25 Tahun
212,Stationary Bike (Warm-up Pace),"Bersepeda di sepeda statis dengan resistensi rendah dan kecepatan konstan yang nyaman. Latihan *low-impact* yang bagus untuk pemanasan sendi dan jantung. Lakukan 1 set, 15-20 menit.",Kardio,Menjaga kesehatan,18,Gym,Ya,Pemula,Kapan saja,https://www.youtube.com/watch?v=b4wS9W7xQ9A,Semua Gender,18-25 Tahun
